Coccosphere condition,Genus,Species,pg pic
Intact,Syracosphaera,sp.,0.99
Intact,Emiliania,huxleyi,15.83
Intact,Discosphaera,tubifera,39.01
Intact,Emiliania,huxleyi,1.32
Intact,Umbellosphaera,tenuis,3.11
Intact,Umbellosphaera,irregularis,6.66
Intact,Syracosphaera,sp.,5.76
Intact,Umbilicosphaera,hulburtiana,32.45
Intact,Umbellosphaera,tenuis,5.56
Intact,Calcidiscus,leptoporus,269.35
Intact,Umbellosphaera,tenuis,3.01
Intact,Umbellosphaera,irregularis,0.14
Intact,Syracosphaera,pulchra,27.59
Intact,Calcidiscus,leptoporus,234.91
Intact,Emiliania,huxleyi,19.35
"Intact, partial",Emiliania,huxleyi,10.2
Intact,Helladosphaera,cornifera,4.31
Intact,Syracosphaera,bannockii HOL,1.07
Intact,Emiliania,huxleyi,2.84
Intact,Umbellosphaera,tenuis,5.06
Intact,Emiliania,huxleyi,5.84
Intact,Umbilicosphaera,hulburtiana,42.47
Intact,Umbellosphaera,tenuis,7.74
Intact,Umbellosphaera,irregularis,9.53
Intact,Syracosphaera,mediterranea,35.93
Intact,Umbilicosphaera,hulburtiana,39.36
Intact,Umbellosphaera,tenuis,7.19
Intact,Emiliania,huxleyi,2.91
Intact,Emiliania,huxleyi,3.88
Intact,Syracosphaera,sp.,0.83
Intact,Umbilicosphaera,hulburtiana,25.95
Intact,Acanthoica,quattrospina,3.16
Intact,Umbellosphaera,tenuis,11.26
Intact,Helladosphaera,cornifera,2.32
Intact,Calytrolithina,multipora,56.64
Intact,Calytrolithina,multipora,49.7
"Intact, partial, other in 242",Umbellosphaera,irregularis,11.92
Intact,Syracosphaera,ossa,2.09
Intact,Umbilicosphaera,hulburtiana,22.38
Intact,Umbellosphaera,tenuis,7.5
Intact,Emiliania,huxleyi,5.95
"Intact, partial, other in 313",Calcidiscus,leptoporus,162.88
Intact,Helladosphaera,cornifera,2.18
Intact,Umbellosphaera,tenuis,7.13
Intact,Syracosphaera,aurisinae HOL,12.96
Intact,Unknown,unknown,0.63
Intact,Emiliania,huxleyi,19.45
Intact,Umbellosphaera,tenuis,8.27
"Intact, partial, other in 323",Syracosphaera,bannockii HOL,2.75
Intact,Umbellosphaera,tenuis,8.93
Intact,Syracosphaera,nana?,4.04
"Intact, partial, other in 444",Helicosphaera,pavimentum,124.95
Intact,Umbilicosphaera,hulburtiana,30.12
Intact,Umbellosphaera,tenuis,15.21
Intact,Syracosphaera,ossa,3.18
Intact,Emiliania,huxleyi,10.62
Intact,Emiliania,huxleyi,6.95
Intact,Emiliania,huxleyi,5.63
Intact,Syracosphaera,ossa,2.71
Intact,Syracosphaera,nodosa,2.11
Intact,Rhabdosphaera,stylifera,13
"Intact, partial",Syracosphaera,molischii,2.69
Intact,Emiliania,huxleyi,4.4
Intact,Emiliania,huxleyi,0.81
Intact,Umbellosphaera,tenuis,8.13
Intact,Emiliania,huxleyi,6.65
Intact,Rhabdosphaera,stylifera,56.11
Intact,Umbellosphaera,irregularis,13.34
Intact,Emiliania,huxleyi,8.49
Intact,Umbilicosphaera,hulburtiana,27.87
Intact,Umbellosphaera,tenuis,8.52
Intact,Umbellosphaera,irregularis,15.17
Intact,Emiliania,huxleyi,12.58
Intact,Michaelsarsia,elegans,17.93
Intact,Umbellosphaera,irregularis,13.45
Intact,Emiliania,huxleyi,12.86
Partially collapsed,Syracosphaera,sp.,1.55
Intact,Emiliania,huxleyi,4.56
Intact,Calcidiscus,leptoporus,336.25
Intact,Emiliania,huxleyi,5.02
Intact,Calcidiscus,leptoporus,237.38
Intact,Umbilicosphaera,hulburtiana,16.17
Intact,Emiliania,huxleyi,5.74
Intact,Emiliania,huxleyi,13.68
Intact,Emiliania,huxleyi,3.44
Intact,Emiliania,huxleyi,10.07
Intact,Umbellosphaera,tenuis,10.13
Intact,Michaelsarsia,elegans,17.43
Intact,Gephyrocapsa,ericsonii,1.33
Intact,Gephyrocapsa,ericsonii,0.81
Intact,Emiliania,huxleyi,4.88
Partially collapsed,Discosphaera,tubifera,16.12
Intact,Syracosphaera,ossa,5.58
Intact,Umbellosphaera,irregularis,12.37
Intact,Emiliania,huxleyi,4.62
Intact,Emiliania,huxleyi,3.2
Intact,Umbellosphaera,tenuis,12.84
Intact,Emiliania,huxleyi,11.46
Intact,Emiliania,huxleyi,5.23
Intact,Umbellosphaera,irregularis,14.78
Intact,Syracosphaera,nodoso gr. sp.,1.15
Intact,Emiliania,huxleyi,7.22
Intact,Alisphaera,sp. POL,0.15
Intact,Emiliania,huxleyi,5.66
Intact,Gephyrocapsa,ericsonii,1.04
Intact,Gephyrocapsa,ericsonii,1.66
Intact,Umbellosphaera,tenuis,6.31
Intact,Gephyrocapsa,ericsonii,1.25
Intact,Gephyrocapsa,ericsonii,2.5
Intact,Umbellosphaera,tenuis,10.86
Intact,Gephyrocapsa,ericsonii,1.28
Intact,Emiliania,huxleyi,17.86
Intact,Emiliania,huxleyi,3.6
Intact,Emiliania,huxleyi,10.72
Intact,Syracosphaera,ossa type,5.19
Intact,Syracosphaera,ossa type,6.4
"Intact, partial",Syracosphaera,pulchra,69.69
Intact,Gephyrocapsa,ericsonii,1.04
Intact,Gephyrocapsa,ericsonii,1.12
Intact,Emiliania,huxleyi,3.73
Intact,Emiliania,huxleyi,4.54
Intact,Gephyrocapsa,ericsonii,0.77
Intact,Gephyrocapsa,ericsonii,1.07
Intact,Emiliania,huxleyi,8.12
Flattened,Syracosphaera,prolongata,4.96
Intact,Gephyrocapsa,ericsonii,0.55
Intact,Gephyrocapsa,ericsonii,1.49
Intact,Michaelsarsia,elegans,21.45
Intact,Gephyrocapsa,ericsonii,0.53
Intact,Emiliania,huxleyi,7.95
"Intact, partial",Umbellosphaera,tenuis,21.87
Intact,Gephyrocapsa,ericsonii,3.2
Intact,Gephyrocapsa,ericsonii,1.59
Intact,Syracosphaera,ossa,4.14
Intact,Gephyrocapsa,ericsonii,0.88
Intact,Emiliania,huxleyi,8.68
Intact,Syracosphaera,nodosa,11.95
Intact,Gephyrocapsa,ericsonii,0.59
Intact,Acanthoica,quattrospina,2.98
Intact,Gephyrocapsa,ericsonii,0.42
Intact,Gephyrocapsa,ericsonii,0.8
Intact,Gephyrocapsa,ericsonii,0.98
Flattened,Calciosolenia,murrayi,4.54
Intact,Gephyrocapsa,ericsonii,0.87
Intact,Umbellosphaera,irregularis,22.78
Intact,Umbellosphaera,irregularis,19.77
Intact,Gephyrocapsa,ericsonii,1.24
Flattened,Calciosolenia,murrayi,3.26
Intact,Syracosphaera,sp.,0.38
Intact,Umbellosphaera,irregularis,16.94
Intact,Gephyrocapsa,ericsonii,1.29
"Intact, partial",Calciosolenia,murrayi,3.3
Intact,Syracosphaera,sp.,4.31
Intact,Syracosphaera,sp.,0.33
Intact,Gephyrocapsa,ericsonii,1.05
"Intact, partial",Ceratolithus ,vidalii HET,0
Flattened,Ophiaster,sp.,5.77
Intact,Emiliania,huxleyi,7.6
Intact,Emiliania,huxleyi,3.65
Intact,Gephyrocapsa,ericsonii,1.59
Intact,Syracosphaera,nodosa,1.52
Intact,Emiliania,huxleyi,2.35
"Intact, partial",Gephyrocapsa,ericsonii,1
Intact,Umbellosphaera,tenuis,5.63
Intact,Emiliania,huxleyi,14.81
Intact,Gephyrocapsa,ericsonii,0.94
Flattened,Acanthoica,quattrospina,4.51
Intact,Umbellosphaera,tenuis,6.35
Intact,Emiliania,huxleyi,4.32
"Intact, partial",Calciosolenia,murrayi,3.72
"Intact, partial",Gephyrocapsa,ericsonii,2.17
Intact,Gephyrocapsa,ericsonii,0.72
Intact,Umbellosphaera,irregularis,33.37
Intact,Gephyrocapsa,ericsonii,0.95
Intact,Gephyrocapsa,ericsonii,0.47
Partially flattened,Syracosphaera,prolongata,2.31
Intact,Syracosphaera,molischii,3.17
Intact,Syracosphaera,nodosa,4.53
Flattened,Calciosolenia,murrayi,3.44
Intact,Gephyrocapsa,ericsonii,1.49
"Intact, partial",Calciosolenia,murrayi,3.52
Intact,Gephyrocapsa,ericsonii,0.51
Intact,Gephyrocapsa,ericsonii,1.86
Intact,Syracosphaera,molischii,4.27
Intact,Gephyrocapsa,ericsonii,1.69
Intact,Emiliania,huxleyi,2.61
Intact,Gephyrocapsa,ericsonii,1.11
Intact,Umbellosphaera,irregularis,40.65
Intact,Gephyrocapsa,ericsonii,0.89
Intact,Syracosphaera,reniformis,0.59
Intact,Tetralithoides,quadrilaminata,52.89
Intact,Syracosphaera,sp.,1.32
Intact,Emiliania,huxleyi,4.71
Intact,Emiliania,huxleyi,7.12
Intact,Emiliania,huxleyi,3.38
Partially collapsed,Tetralithoides,quadrilaminata,31.79
Intact,Emiliania,huxleyi,2.06
Intact,Oolithotus,antillarium,54.4
Intact,Syracosphaera,anthos,3.53
Intact,Syracosphaera,sp.,0.88
Intact,Emiliania,huxleyi,5.92
Partially collapsed,Oolithotus,antillarium,33.56
Partially collapsed,Florisphaera,sp.,71.89
Intact,Florisphaera,sp.,6.59
Intact,Syracosphaera,reniformis,1.41
Flattened,Syracosphaera,reniformis,1.53
Flattened,Ophiaster,formosus,4.43
Flattened,Syracosphaera,reniformis,3.04
Intact,Calcidiscus,leptoporus,104.56
Intact,Emiliania,huxleyi,4
Intact,Florisphaera,sp.,9.9
Intact,Florisphaera,sp.,12.45
Intact,Florisphaera,sp.,5.8
"Intact, partial",Florisphaera,sp.,4.95
Intact,Florisphaera,sp.,10.32
"Intact, partial",Florisphaera,sp.,15.04
Intact,Emiliania,huxleyi,4.88
Flattened,Florisphaera,sp.,6.73
Intact,Gephyrocapsa,ericsonii,0.73
"Intact, partial",Florisphaera,sp.,14.96
Intact,Florisphaera,sp.,11.16
"Intact, partial",Florisphaera,sp.,18.73
Partially collapsed,Tetralithoides,quadrilaminata,39.3
"Intact, partial",Florisphaera,sp.,12.84
Intact,Florisphaera,sp.,16.04
Flattened,Ophiaster,formosus,4.48
"Intact, partial",Florisphaera,sp.,6.73
Partially collapsed,Algirosphaera,robusta,10.76
Flattened,Florisphaera,sp.,4.11
Intact,Florisphaera,sp.,6.59
Intact,Florisphaera,sp.,10.46
Intact,Oolithotus,antillarium,71.87
Intact,Florisphaera,sp.,5.16
Flattened,Florisphaera,sp.,2.16
Partially flattened,Algirosphaera,robusta,24.6
"Intact, partial",Florisphaera,sp.,13.04
Intact,Florisphaera,sp.,9.57
Partially collapsed,Tetralithoides,quadrilaminata,61.02
Intact,Umbilicosphaera,hulburtiana,34.24
Intact,Florisphaera,sp.,47.03
Flattened,Florisphaera,sp.,7.08
Intact,Emiliania,huxleyi,7.57
Intact,Emiliania,huxleyi,5.32
Flattened,Florisphaera,sp.,4.65
"Intact, partial",Umbilicosphaera,hulburtiana,21.08
Flattened,Florisphaera,sp.,12.63
Flattened,Florisphaera,sp.,13.04
Flattened,Florisphaera,sp.,8.6
Intact,Florisphaera,sp.,6.03
Partially collapsed,Tetralithoides,quadrilaminata,33.85
Flattened,Algirosphaera,robusta,19.05
Flattened,Florisphaera,sp.,7.7
Intact,Calciosolenia,murrayi,0.67
Intact,Calciosolenia,murrayi,3.25
Intact,Calciosolenia,murrayi,4.67
Flattened,Calciosolenia,murrayi,3.51
Collapsed,Calciosolenia,murrayi,2.75
Flattened,Calciosolenia,murrayi,3.56
Intact,Oolithotus,antillarum,15.34
Intact,Oolithotus,antillarum,35.93
Intact,Oolithotus,antillarum,28.18
Intact,Oolithotus,antillarum,36.53
Intact,Oolithotus,antillarum,15.57
Intact,Oolithotus,antillarum,12.84
Intact,Oolithotus,antillarum,13.93
Intact,Oolithotus,fragilis,178.75
Intact,Oolithotus,antillarum,22.13
Intact,Oolithotus,antillarum,15.66
Intact,Oolithotus,antillarum,5.22
Intact,Oolithotus,antillarum,13.37
Intact,Oolithotus,antillarum,14.78
Intact,Oolithotus,antillarum,38.23
Intact,Oolithotus,antillarum,30.77
Intact,Oolithotus,antillarum,35.02
Intact,Oolithotus,antillarum,26.06
Intact,Oolithotus,antillarum,29.21
Intact,Oolithotus,antillarum,15.17
Intact,Oolithotus,antillarum,14.84
Intact,Oolithotus,antillarum,48.21
Intact,Oolithotus,antillarum,42.24
Intact,Oolithotus,antillarum,21.09
Intact,Oolithotus,antillarum,46.82
Intact,Oolithotus,antillarum,15.76
Intact,Oolithotus,antillarum,17.05
Intact,Oolithotus,antillarum,36.67
Intact,Oolithotus,fragilis,123.66
Intact,Oolithotus,fragilis,138.18
Intact,Oolithotus,antillarum,15.07
Intact,Oolithotus,antillarum,7.64
Intact,Gephyrocapsa,ericsonii,1.03
Intact,Gephyrocapsa,ericsonii,0.72
Intact,Gephyrocapsa,ericsonii,0.88
Intact,Gephyrocapsa,ericsonii,1.26
Intact,Gephyrocapsa,ericsonii,0.39
Intact,Gephyrocapsa,ericsonii,0.81
"Intact, partial",Gephyrocapsa,muellerae,10.19
Intact,Gephyrocapsa,parvula,0.92
Intact,Gephyrocapsa,ericsonii,2.38
Intact,Gephyrocapsa,parvula,2.07
Intact,Gephyrocapsa,ericsonii,0.62
Intact,Gephyrocapsa,parvula,0.76
Intact,Gephyrocapsa,ericsonii,0.35
Intact,Gephyrocapsa,ericsonii,0.77
Intact,Gephyrocapsa,ericsonii,0.55
Intact,Gephyrocapsa,ericsonii,0.56
Intact,Gephyrocapsa,ericsonii,0.54
Intact,Gephyrocapsa,ericsonii,0.43
Intact,Gephyrocapsa,parvula,0.77
Intact,Gephyrocapsa,parvula,1.2
Intact,Gephyrocapsa,parvula,1.28
Intact,Gephyrocapsa,ericsonii,0.52
Intact,Gephyrocapsa,ericsonii,1.6
Intact,Gephyrocapsa,ericsonii,0.74
Intact,Gephyrocapsa,parvula,0.68
Intact,Gephyrocapsa,parvula,1.38
Intact,Gephyrocapsa,ericsonii,0.72
Intact,Gephyrocapsa,ericsonii,0.5
Intact,Gephyrocapsa,ericsonii,0.62
Intact,Gephyrocapsa,parvula,1.63
Intact,Gephyrocapsa,ericsonii,0.86
Intact,Gephyrocapsa,ericsonii,0.81
Intact,Gephyrocapsa,ericsonii,0.18
Intact,Gephyrocapsa,muellerae,8.31
Intact,Gephyrocapsa,ericsonii,0.77
Intact,Gephyrocapsa,ericsonii,0.61
"Intact, partial, other in 690",Umbilicosphaera,sibogae,252.44
Intact,Gephyrocapsa,muellerae,18.2
Intact,Gephyrocapsa,ericsonii,1.11
Intact,Gephyrocapsa,muellerae,6
Intact,Gephyrocapsa,ornata,7.53
Intact,Gephyrocapsa,ericsonii,1.45
Intact,Gephyrocapsa,ericsonii,0.72
Intact,Gephyrocapsa,ericsonii,1.04
Intact,Gephyrocapsa,ericsonii,0.89
Intact,Gephyrocapsa,ericsonii,0.56
Intact,Gephyrocapsa,ericsonii,1.02
Intact,Gephyrocapsa,ericsonii,1.15
Intact,Gephyrocapsa,ericsonii,0.7
Intact,Gephyrocapsa,ericsonii,0.85
Intact,Gephyrocapsa,ericsonii,0.63
Intact,Gephyrocapsa,ericsonii,0.52
Intact,Gephyrocapsa,ericsonii,0.5
Intact,Gephyrocapsa,ericsonii,0.62
Intact,Gephyrocapsa,ericsonii,0.84
Intact,Gephyrocapsa,ericsonii,0.88
Intact,Gephyrocapsa,parvula,0.78
Intact,Gephyrocapsa,parvula,1.12
Intact,Gephyrocapsa,ericsonii,0.68
Intact,Gephyrocapsa,ericsonii,0.69
Intact,Gephyrocapsa,parvula,1.32
Intact,Gephyrocapsa,muellerae,9.62
Intact,Gephyrocapsa,parvula,0.76
Intact,Gephyrocapsa,muellerae,10.44
Intact,Gephyrocapsa,ornata,3.25
Intact,Gephyrocapsa,parvula,0.59
Intact,Gephyrocapsa,muellerae,6.16
Intact,Gephyrocapsa,muellerae,5.67
Intact,Gephyrocapsa,muellerae,5.39
Intact,Gephyrocapsa,ornata,3.66
Intact,Gephyrocapsa,parvula,1.09
Intact,Gephyrocapsa,muellerae,9
Intact,Gephyrocapsa,parvula,1.12
Intact,Michaelsarsia,elegans,14.51
Intact,Gephyrocapsa,parvula,0.83
Intact,Gephyrocapsa,muellerae,5.16
Intact,Gephyrocapsa,muellerae,10.51
Flattened,Michaelsarsia,elegans,16.99
Intact,Gephyrocapsa,muellerae,15.9
Intact,Gephyrocapsa,muellerae,10.07
Intact,Gephyrocapsa,parvula,1.6
Intact,Gephyrocapsa,muellerae,12.5
Intact,Gephyrocapsa,parvula,1.66
Intact,Gephyrocapsa,parvula,0.96
Intact,Gephyrocapsa,ornata,5.69
Intact,Gephyrocapsa,muellerae,4.52
Intact,Gephyrocapsa,parvula,0.99
Intact,Gephyrocapsa,muellerae,6.82
Intact,Gephyrocapsa,ornata,3.53
Intact,Gephyrocapsa,parvula,0.34
Intact,Gephyrocapsa,muellerae,10.04
Intact,Gephyrocapsa,muellerae,5.51
Intact,Gephyrocapsa,muellerae,8.31
Intact,Gephyrocapsa,muellerae,5.76
Intact,Gephyrocapsa,muellerae,7.36
Intact,Gephyrocapsa,muellerae,6.59
Intact,Gephyrocapsa,muellerae,9.64
Intact,Gephyrocapsa,muellerae,7.43
Intact,Gephyrocapsa,muellerae,11.63
Intact,Gephyrocapsa,muellerae,4.11
Intact,Gephyrocapsa,muellerae,14.4
Intact,Gephyrocapsa,muellerae,13.44
Intact,Gephyrocapsa,ornata,4.12
Intact,Gephyrocapsa,muellerae,6.94
Intact,Gephyrocapsa,muellerae,6.59
Intact,Gephyrocapsa,muellerae,4.74
Intact,Gephyrocapsa,muellerae,6.93
Intact,Gephyrocapsa,muellerae,8.32
Intact,Gephyrocapsa,muellerae,8.4
Intact,Gephyrocapsa,muellerae,9.29
Intact,Gephyrocapsa,muellerae,10.12
Intact,Gephyrocapsa,ornata,5.2
Intact,Gephyrocapsa,muellerae,7.54
Intact,Gephyrocapsa,muellerae,6.91
Intact,Gephyrocapsa,muellerae,7.17
Intact,Gephyrocapsa,muellerae,3.46
Intact,Gephyrocapsa,muellerae,13.39
Intact,Gephyrocapsa,muellerae,7.15
Intact,Gephyrocapsa,muellerae,4.17
Intact,Gephyrocapsa,muellerae,9.39
Intact,Gephyrocapsa,muellerae,10.91
Intact,Gephyrocapsa,muellerae,9.11
Intact,Gephyrocapsa,muellerae,7.71
Intact,Gephyrocapsa,muellerae,8.79
Intact,Gephyrocapsa,muellerae,6.61
