Latitude,Longitude,Depth,Month,Year,Day,Reference,Method,Species,cells L-1
39.1571,24.5999,20.0,1,2011,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,390.0
39.1571,24.5999,50.0,1,2011,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,580.0
39.1571,24.5999,75.0,1,2011,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,130.0
39.3336,23.48,5.0,2,2007,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,130.0
39.3336,23.48,20.0,2,2007,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,190.0
39.3875,25.3552,3.0,10,2013,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,50.0
37.5153,24.5753,5.0,3,2002,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,120.0
37.5153,24.5753,60.0,3,2002,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,260.0
37.5902,25.0052,45.0,8,2001,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,180.0
37.5118,24.5742,5.0,9,2004,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,60.0
37.5118,24.5742,15.0,9,2004,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,130.0
36.3024,21.3015,5.0,2,2012,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,50.0
36.3024,21.3015,30.0,2,2012,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,100.0
35.265,23.2466,5.0,2,2012,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,60.0
35.265,23.2466,90.0,2,2012,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,60.0
35.3713,27.4208,150.0,1,2007,1.0,Dimiza2015,SEM,Cyrtosphaera aculeata HET,80.0
40.25,25.2,3.0,1,2011,1.0,Dimiza2015,LM,Cyrtosphaera aculeata HET,256.898518518518
40.25,25.2,20.0,1,2011,1.0,Dimiza2015,LM,Cyrtosphaera aculeata HET,256.898518518518
40.25,25.2,75.0,1,2011,1.0,Dimiza2015,LM,Cyrtosphaera aculeata HET,64.2246296296295
40.25,25.2,100.0,1,2011,1.0,Dimiza2015,LM,Cyrtosphaera aculeata HET,64.2246296296298
40.08,24.55,30.0,5,2011,1.0,Dimiza2015,LM,Cyrtosphaera aculeata HET,64.2246296296299
43.5088,15.9003,60.0,2,2013,26.0,Supraha2016,SEM,Cyrtosphaera aculeata HET,220.0
43.7392,15.8805,20.0,7,2013,8.0,Supraha2016,SEM,Cyrtosphaera aculeata HET,253.0
43.7898,15.8633,15.0,7,2013,9.0,Supraha2016,SEM,Cyrtosphaera aculeata HET,551.0
33.7,31.0,25.5,4,2011,10.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,158.0
35.0665,20.3502,7.3,4,2011,13.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,452.0
41.2498,17.9997,25.7,4,2011,16.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,208.0
38.2497,9.3997,25.7,4,2011,20.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,849.0
37.9,2.0,25.2,4,2011,23.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,208.0
36.0007,-5.3627,24.8,4,2011,25.0,Oviedo2015,SEM,Cyrtosphaera aculeata HET,4355.0
-21.6,-25.0,22.0,5,2003,24.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,71.0
-21.6,-25.0,34.0,5,2003,24.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,224.0
-6.5,-25.0,10.0,5,2003,28.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,706.0
8.5,-30.1,7.0,6,2003,1.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,235.0
8.5,-30.1,56.0,6,2003,1.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,162.0
12.2,-32.3,27.0,6,2003,2.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,77.0
24.3,-32.6,161.0,6,2003,6.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,78.0
47.1,-13.9,16.0,6,2003,13.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,327.0
47.1,-13.9,37.0,6,2003,13.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,250.0
-33.0,-31.0,25.0,5,2004,5.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,95.0
-33.0,-31.0,45.0,5,2004,5.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,76.0
-24.2,-25.0,121.0,5,2004,8.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,66.0
-0.1,-25.0,15.0,5,2004,14.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,107.0
-0.1,-25.0,59.0,5,2004,14.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,320.0
-0.1,-25.0,59.0,5,2004,14.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,572.0
7.3,-27.8,8.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,615.0
7.3,-27.8,15.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,114.0
7.3,-27.8,26.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,323.0
7.3,-27.8,93.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,107.0
14.8,-30.7,44.0,5,2004,18.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,131.0
22.3,-33.7,15.0,5,2004,20.0,Poulton2017,SEM,Cyrtosphaera aculeata HET,193.0
20.339,60.031,60.0,6,1997,3.0,Schiebel2004,SEM,Cyrtosphaera cidaris HET,260.0
-0.1,-25.0,8.0,5,2004,14.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,107.0
7.3,-27.8,8.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,123.0
7.3,-27.8,15.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,114.0
7.3,-27.8,26.0,5,2004,16.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,323.0
44.3,-19.3,5.0,10,2005,20.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,230.0
29.5,-36.3,13.0,10,2005,31.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,270.0
-28.9,-4.7,17.0,11,2005,21.0,Poulton2017,SEM,Cyrtosphaera cidaris HET,130.0
32.1,-64.3,25.0,1,1991,24.0,Haidar2001,SEM,Discosphaera tubifera HET,401.0
32.1,-64.3,50.0,1,1991,24.0,Haidar2001,SEM,Discosphaera tubifera HET,104.0
32.1,-64.3,75.0,1,1991,24.0,Haidar2001,SEM,Discosphaera tubifera HET,119.0
32.1,-64.3,100.0,1,1991,24.0,Haidar2001,SEM,Discosphaera tubifera HET,153.0
32.1,-64.3,1.0,2,1991,20.0,Haidar2001,SEM,Discosphaera tubifera HET,152.0
32.1,-64.3,1.0,3,1991,21.0,Haidar2001,SEM,Discosphaera tubifera HET,211.0
32.1,-64.3,50.0,3,1991,21.0,Haidar2001,SEM,Discosphaera tubifera HET,83.0
32.1,-64.3,100.0,3,1991,21.0,Haidar2001,SEM,Discosphaera tubifera HET,182.0
32.1,-64.3,150.0,3,1991,21.0,Haidar2001,SEM,Discosphaera tubifera HET,61.0
32.1,-64.3,1.0,5,1991,30.0,Haidar2001,SEM,Discosphaera tubifera HET,1529.0
32.1,-64.3,25.0,5,1991,30.0,Haidar2001,SEM,Discosphaera tubifera HET,2291.0
32.1,-64.3,50.0,5,1991,30.0,Haidar2001,SEM,Discosphaera tubifera HET,75.0
32.1,-64.3,75.0,5,1991,30.0,Haidar2001,SEM,Discosphaera tubifera HET,1309.0
32.1,-64.3,1.0,6,1991,10.0,Haidar2001,SEM,Discosphaera tubifera HET,689.0
32.1,-64.3,25.0,6,1991,10.0,Haidar2001,SEM,Discosphaera tubifera HET,1052.0
32.1,-64.3,50.0,6,1991,10.0,Haidar2001,SEM,Discosphaera tubifera HET,252.0
32.1,-64.3,75.0,6,1991,10.0,Haidar2001,SEM,Discosphaera tubifera HET,131.0
32.1,-64.3,25.0,8,1991,9.0,Haidar2001,SEM,Discosphaera tubifera HET,68.0
32.1,-64.3,50.0,8,1991,9.0,Haidar2001,SEM,Discosphaera tubifera HET,219.0
32.1,-64.3,75.0,8,1991,9.0,Haidar2001,SEM,Discosphaera tubifera HET,234.0
32.1,-64.3,50.0,9,1991,18.0,Haidar2001,SEM,Discosphaera tubifera HET,62.0
32.1,-64.3,1.0,11,1991,25.0,Haidar2001,SEM,Discosphaera tubifera HET,882.0
32.1,-64.3,25.0,11,1991,25.0,Haidar2001,SEM,Discosphaera tubifera HET,595.0
32.1,-64.3,25.0,6,1992,1.0,Haidar2001,SEM,Discosphaera tubifera HET,209.0
32.1,-64.3,1.0,9,1992,1.0,Haidar2001,SEM,Discosphaera tubifera HET,378.0
32.1,-64.3,25.0,9,1992,1.0,Haidar2001,SEM,Discosphaera tubifera HET,464.0
32.1,-64.3,50.0,9,1992,1.0,Haidar2001,SEM,Discosphaera tubifera HET,230.0
32.1,-64.3,1.0,6,1993,29.0,Haidar2001,SEM,Discosphaera tubifera HET,1259.0
32.1,-64.3,25.0,6,1993,29.0,Haidar2001,SEM,Discosphaera tubifera HET,1282.0
32.1,-64.3,50.0,6,1993,29.0,Haidar2001,SEM,Discosphaera tubifera HET,609.0
32.1,-64.3,75.0,6,1993,29.0,Haidar2001,SEM,Discosphaera tubifera HET,249.0
32.1,-64.3,100.0,6,1993,29.0,Haidar2001,SEM,Discosphaera tubifera HET,255.0
32.1,-64.3,1.0,7,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,629.0
32.1,-64.3,25.0,7,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,378.0
32.1,-64.3,50.0,7,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,252.0
32.1,-64.3,75.0,7,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,189.0
32.1,-64.3,25.0,8,1993,17.0,Haidar2001,SEM,Discosphaera tubifera HET,503.0
32.1,-64.3,75.0,8,1993,17.0,Haidar2001,SEM,Discosphaera tubifera HET,126.0
32.1,-64.3,1.0,9,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,566.0
32.1,-64.3,25.0,9,1993,27.0,Haidar2001,SEM,Discosphaera tubifera HET,503.0
32.1,-64.3,25.0,10,1993,25.0,Haidar2001,SEM,Discosphaera tubifera HET,126.0
32.1,-64.3,50.0,10,1993,25.0,Haidar2001,SEM,Discosphaera tubifera HET,99.0
-8.14,-14.54,5.0,3,1998,27.0,Boeckel2008,SEM,Discosphaera tubifera HET,566.0
-8.14,-14.54,20.0,3,1998,27.0,Boeckel2008,SEM,Discosphaera tubifera HET,748.0
-8.14,-14.54,50.0,3,1998,27.0,Boeckel2008,SEM,Discosphaera tubifera HET,592.0
-12.93,-15.69,20.0,4,1998,9.0,Boeckel2008,SEM,Discosphaera tubifera HET,375.0
-19.09,-17.15,100.0,5,1998,9.0,Boeckel2008,SEM,Discosphaera tubifera HET,405.0
-23.83,-16.27,50.0,4,1998,29.0,Boeckel2008,SEM,Discosphaera tubifera HET,135.0
-31.6,-24.51,5.0,3,2000,8.0,Boeckel2008,SEM,Discosphaera tubifera HET,1167.0
-31.6,-24.51,20.0,3,2000,8.0,Boeckel2008,SEM,Discosphaera tubifera HET,3439.0
-31.6,-24.51,50.0,3,2000,8.0,Boeckel2008,SEM,Discosphaera tubifera HET,1950.0
-33.83,-23.58,5.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,2853.0
-33.83,-23.58,20.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,2070.0
-33.83,-23.58,50.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,489.0
-33.83,-23.58,100.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,264.0
-35.71,-22.73,5.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,1793.0
-35.71,-22.73,10.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,1872.0
-35.71,-22.73,20.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,1992.0
-35.71,-22.73,50.0,3,2000,2.0,Boeckel2008,SEM,Discosphaera tubifera HET,1176.0
-39.95,-18.16,5.0,2,2000,26.0,Boeckel2008,SEM,Discosphaera tubifera HET,1393.0
38.749,13.913,50.0,7,2009,15.0,Bonomo2017,SEM,Discosphaera tubifera HET,75.2941
42.62417,16.027,1.984,4,2016,6.0,Acri2019,LM,Discosphaera tubifera HET,536.208778523233
39.4728,25.327,3.0,3,2014,22.0,Karatsolis2017,SEM,Discosphaera tubifera HET,50.0
32.53,14.86,75.0,7,2008,17.0,Bonomo2012,SEM,Discosphaera tubifera HET,22.23
32.69,15.84,5.0,7,2008,18.0,Bonomo2012,SEM,Discosphaera tubifera HET,132.97
32.69,15.84,25.0,7,2008,18.0,Bonomo2012,SEM,Discosphaera tubifera HET,22.23
32.39,16.48,25.0,7,2008,20.0,Bonomo2012,SEM,Discosphaera tubifera HET,114.22
32.39,16.48,50.0,7,2008,20.0,Bonomo2012,SEM,Discosphaera tubifera HET,88.9
31.46,15.8,25.0,7,2008,19.0,Bonomo2012,SEM,Discosphaera tubifera HET,29.63
31.57,16.74,50.0,7,2008,21.0,Bonomo2012,SEM,Discosphaera tubifera HET,101.6
31.57,16.74,75.0,7,2008,21.0,Bonomo2012,SEM,Discosphaera tubifera HET,27.35
32.14,18.0,5.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,44.45
32.14,18.0,25.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,66.02
32.14,18.0,50.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,321.03
32.14,18.0,75.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,1066.81
32.14,18.0,100.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,355.6
31.27,17.38,50.0,7,2008,22.0,Bonomo2012,SEM,Discosphaera tubifera HET,25.18
31.27,17.38,75.0,7,2008,22.0,Bonomo2012,SEM,Discosphaera tubifera HET,66.68
31.84,18.65,5.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,106.68
31.84,18.65,25.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,155.58
31.84,18.65,50.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,161.64
31.84,18.65,75.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,400.05
31.84,18.65,100.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,160.02
31.84,18.65,200.0,7,2008,27.0,Bonomo2012,SEM,Discosphaera tubifera HET,25.4
31.49,18.39,5.0,7,2008,23.0,Bonomo2012,SEM,Discosphaera tubifera HET,35.56
31.49,18.39,25.0,7,2008,23.0,Bonomo2012,SEM,Discosphaera tubifera HET,17.78
31.49,18.39,75.0,7,2008,23.0,Bonomo2012,SEM,Discosphaera tubifera HET,29.63
30.97,18.02,5.0,7,2008,23.0,Bonomo2012,SEM,Discosphaera tubifera HET,88.9
32.06,19.66,5.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,88.9
32.06,19.66,25.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,148.17
32.06,19.66,50.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,325.97
32.06,19.66,75.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,577.85
32.06,19.66,100.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,53.34
31.72,19.28,5.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,311.15
31.72,19.28,25.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,355.6
31.72,19.28,50.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,533.4
31.72,19.28,75.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,391.16
31.72,19.28,100.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,325.97
31.72,19.28,150.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,59.27
31.72,19.28,200.0,7,2008,26.0,Bonomo2012,SEM,Discosphaera tubifera HET,22.23
30.67,18.65,5.0,6,2008,24.0,Bonomo2012,SEM,Discosphaera tubifera HET,22.23
30.67,18.65,25.0,6,2008,24.0,Bonomo2012,SEM,Discosphaera tubifera HET,29.63
30.67,18.65,50.0,6,2008,24.0,Bonomo2012,SEM,Discosphaera tubifera HET,111.13
30.37,19.28,5.0,6,2008,25.0,Bonomo2012,SEM,Discosphaera tubifera HET,44.45
30.96,20.01,25.0,6,2008,25.0,Bonomo2012,SEM,Discosphaera tubifera HET,44.45
47.0132,-19.9849,7.0,9,1995,27.0,Sal2013,LM,Discosphaera tubifera HET,60.0
42.2547,-20.0313,7.0,9,1995,28.0,Sal2013,LM,Discosphaera tubifera HET,1420.0
37.9107,-19.9905,7.0,9,1995,29.0,Sal2013,LM,Discosphaera tubifera HET,1300.0
33.5972,-20.8778,7.0,9,1995,30.0,Sal2013,LM,Discosphaera tubifera HET,300.0
27.3734,-21.8312,7.0,10,1995,2.0,Sal2013,LM,Discosphaera tubifera HET,520.0
23.2831,-21.1634,7.0,10,1995,3.0,Sal2013,LM,Discosphaera tubifera HET,60.0
13.0422,-20.4362,7.0,10,1995,5.0,Sal2013,LM,Discosphaera tubifera HET,360.0
9.2381,-22.2151,7.0,10,1995,6.0,Sal2013,LM,Discosphaera tubifera HET,140.0
5.3564,-23.9664,7.0,10,1995,7.0,Sal2013,LM,Discosphaera tubifera HET,540.0
1.3923,-25.7013,7.0,10,1995,8.0,Sal2013,LM,Discosphaera tubifera HET,560.0
1.3923,-25.7013,80.0,10,1995,8.0,Sal2013,LM,Discosphaera tubifera HET,20.0
-2.79,-27.5272,7.0,10,1995,9.0,Sal2013,LM,Discosphaera tubifera HET,140.0
-11.4695,-31.5546,7.0,10,1995,11.0,Sal2013,LM,Discosphaera tubifera HET,360.0
-11.4695,-31.5546,140.0,10,1995,11.0,Sal2013,LM,Discosphaera tubifera HET,20.0
-15.5804,-33.4497,7.0,10,1995,12.0,Sal2013,LM,Discosphaera tubifera HET,320.0
-15.5804,-33.4497,150.0,10,1995,12.0,Sal2013,LM,Discosphaera tubifera HET,280.0
-19.6447,-35.3618,7.0,10,1995,13.0,Sal2013,LM,Discosphaera tubifera HET,340.0
-19.6447,-35.3618,160.0,10,1995,13.0,Sal2013,LM,Discosphaera tubifera HET,20.0
-23.7904,-37.3878,7.0,10,1995,14.0,Sal2013,LM,Discosphaera tubifera HET,280.0
-23.7904,-37.3878,120.0,10,1995,14.0,Sal2013,LM,Discosphaera tubifera HET,260.0
-27.1173,-40.138,7.0,10,1995,15.0,Sal2013,LM,Discosphaera tubifera HET,120.0
-30.2901,-43.3896,7.0,10,1995,16.0,Sal2013,LM,Discosphaera tubifera HET,1320.0
-30.2901,-43.3896,100.0,10,1995,16.0,Sal2013,LM,Discosphaera tubifera HET,240.0
-33.1801,-46.4154,7.0,10,1995,17.0,Sal2013,LM,Discosphaera tubifera HET,280.0
-33.1801,-46.4154,40.0,10,1995,17.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-39.4045,-53.3096,7.0,4,1996,25.0,Sal2013,LM,Discosphaera tubifera HET,1120.0
-39.4045,-53.3096,50.0,4,1996,25.0,Sal2013,LM,Discosphaera tubifera HET,960.0
-36.0588,-49.8114,7.0,4,1996,29.0,Sal2013,LM,Discosphaera tubifera HET,1200.0
-36.0588,-49.8114,80.0,4,1996,29.0,Sal2013,LM,Discosphaera tubifera HET,1080.0
-33.3946,-46.6136,7.0,4,1996,30.0,Sal2013,LM,Discosphaera tubifera HET,760.0
-33.3946,-46.6136,70.0,4,1996,30.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-30.31,-43.4269,7.0,5,1996,1.0,Sal2013,LM,Discosphaera tubifera HET,880.0
-30.31,-43.4269,110.0,5,1996,1.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-27.6196,-40.7161,7.0,5,1996,2.0,Sal2013,LM,Discosphaera tubifera HET,800.0
-27.6196,-40.7161,80.0,5,1996,2.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-24.3494,-37.8635,7.0,5,1996,3.0,Sal2013,LM,Discosphaera tubifera HET,680.0
-24.3494,-37.8635,100.0,5,1996,3.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-19.9084,-35.5309,7.0,5,1996,4.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-15.1714,-33.3054,7.0,5,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,120.0
-11.2464,-31.4648,7.0,5,1996,6.0,Sal2013,LM,Discosphaera tubifera HET,120.0
-11.2464,-31.4648,70.0,5,1996,6.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-11.2464,-31.4648,130.0,5,1996,6.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-7.4763,-29.7628,7.0,5,1996,7.0,Sal2013,LM,Discosphaera tubifera HET,200.0
-7.4763,-29.7628,30.0,5,1996,7.0,Sal2013,LM,Discosphaera tubifera HET,480.0
-7.4763,-29.7628,100.0,5,1996,7.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-3.9165,-28.2124,7.0,5,1996,8.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-0.1951,-26.3851,7.0,5,1996,9.0,Sal2013,LM,Discosphaera tubifera HET,600.0
-0.1951,-26.3851,40.0,5,1996,9.0,Sal2013,LM,Discosphaera tubifera HET,160.0
3.4015,-24.8052,7.0,5,1996,10.0,Sal2013,LM,Discosphaera tubifera HET,660.0
11.7404,-21.0588,7.0,5,1996,12.0,Sal2013,LM,Discosphaera tubifera HET,480.0
21.7646,-21.4735,70.0,5,1996,14.0,Sal2013,LM,Discosphaera tubifera HET,120.0
26.5409,-21.7865,7.0,5,1996,15.0,Sal2013,LM,Discosphaera tubifera HET,1760.0
30.9106,-21.2587,7.0,5,1996,16.0,Sal2013,LM,Discosphaera tubifera HET,200.0
38.1715,-20.0155,7.0,9,1996,26.0,Sal2013,LM,Discosphaera tubifera HET,860.0
38.1715,-20.0155,40.0,9,1996,26.0,Sal2013,LM,Discosphaera tubifera HET,220.0
34.0365,-21.2575,7.0,9,1996,27.0,Sal2013,LM,Discosphaera tubifera HET,1160.0
29.4997,-21.8104,7.0,9,1996,28.0,Sal2013,LM,Discosphaera tubifera HET,80.0
29.4997,-21.8104,110.0,9,1996,28.0,Sal2013,LM,Discosphaera tubifera HET,80.0
24.6837,-21.4077,7.0,9,1996,29.0,Sal2013,LM,Discosphaera tubifera HET,1000.0
24.6837,-21.4077,40.0,9,1996,29.0,Sal2013,LM,Discosphaera tubifera HET,240.0
24.6837,-21.4077,90.0,9,1996,29.0,Sal2013,LM,Discosphaera tubifera HET,640.0
12.766,-20.5364,7.0,10,1996,2.0,Sal2013,LM,Discosphaera tubifera HET,40.0
12.766,-20.5364,20.0,10,1996,2.0,Sal2013,LM,Discosphaera tubifera HET,80.0
9.0621,-22.2774,7.0,10,1996,3.0,Sal2013,LM,Discosphaera tubifera HET,880.0
5.1763,-24.0138,7.0,10,1996,4.0,Sal2013,LM,Discosphaera tubifera HET,1320.0
5.1763,-24.0138,40.0,10,1996,4.0,Sal2013,LM,Discosphaera tubifera HET,320.0
1.3067,-25.7758,7.0,10,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,360.0
1.3067,-25.7758,40.0,10,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,800.0
1.3067,-25.7758,50.0,10,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,480.0
1.3067,-25.7758,70.0,10,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,240.0
1.3067,-25.7758,80.0,10,1996,5.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-2.3717,-27.4529,7.0,10,1996,6.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-6.4773,-29.2694,7.0,10,1996,7.0,Sal2013,LM,Discosphaera tubifera HET,360.0
-6.4773,-29.2694,50.0,10,1996,7.0,Sal2013,LM,Discosphaera tubifera HET,180.0
-10.7686,-31.2473,7.0,10,1996,8.0,Sal2013,LM,Discosphaera tubifera HET,520.0
-10.7686,-31.2473,75.0,10,1996,8.0,Sal2013,LM,Discosphaera tubifera HET,240.0
-14.8892,-33.1213,7.0,10,1996,9.0,Sal2013,LM,Discosphaera tubifera HET,400.0
-14.8892,-33.1213,60.0,10,1996,9.0,Sal2013,LM,Discosphaera tubifera HET,120.0
-18.8563,-35.0487,7.0,10,1996,10.0,Sal2013,LM,Discosphaera tubifera HET,1160.0
-18.8563,-35.0487,50.0,10,1996,10.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-18.8563,-35.0487,75.0,10,1996,10.0,Sal2013,LM,Discosphaera tubifera HET,240.0
-18.8563,-35.0487,100.0,10,1996,10.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-22.9106,-36.962,7.0,10,1996,11.0,Sal2013,LM,Discosphaera tubifera HET,1240.0
-22.9106,-36.962,60.0,10,1996,11.0,Sal2013,LM,Discosphaera tubifera HET,800.0
-22.9106,-36.962,100.0,10,1996,11.0,Sal2013,LM,Discosphaera tubifera HET,180.0
-26.6159,-39.5997,7.0,10,1996,12.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-29.8601,-42.9168,7.0,10,1996,13.0,Sal2013,LM,Discosphaera tubifera HET,600.0
-29.8601,-42.9168,50.0,10,1996,13.0,Sal2013,LM,Discosphaera tubifera HET,360.0
-32.791,-46.1171,7.0,10,1996,14.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-32.791,-46.1171,40.0,10,1996,14.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-35.716,-49.6219,7.0,10,1996,15.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-35.716,-49.6219,30.0,10,1996,15.0,Sal2013,LM,Discosphaera tubifera HET,280.0
-37.8131,-52.1891,7.0,10,1996,16.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-37.8131,-52.1891,40.0,10,1996,16.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-37.8131,-52.1891,60.0,10,1996,16.0,Sal2013,LM,Discosphaera tubifera HET,320.0
-35.6517,-49.8181,7.0,4,1997,30.0,Sal2013,LM,Discosphaera tubifera HET,220.0
-35.6517,-49.8181,20.0,4,1997,30.0,Sal2013,LM,Discosphaera tubifera HET,80.0
-32.608,-46.1945,7.0,5,1997,1.0,Sal2013,LM,Discosphaera tubifera HET,820.0
-32.608,-46.1945,50.0,5,1997,1.0,Sal2013,LM,Discosphaera tubifera HET,460.0
-29.3281,-42.6499,7.0,5,1997,2.0,Sal2013,LM,Discosphaera tubifera HET,160.0
-29.3281,-42.6499,80.0,5,1997,2.0,Sal2013,LM,Discosphaera tubifera HET,40.0
-26.1029,-39.1871,7.0,5,1997,3.0,Sal2013,LM,Discosphaera tubifera HET,920.0
-26.1029,-39.1871,80.0,5,1997,3.0,Sal2013,LM,Discosphaera tubifera HET,240.0
-22.1545,-36.6299,7.0,5,1997,4.0,Sal2013,LM,Discosphaera tubifera HET,200.0
-18.2723,-34.7646,7.0,5,1997,5.0,Sal2013,LM,Discosphaera tubifera HET,1040.0
-18.2723,-34.7646,40.0,5,1997,5.0,Sal2013,LM,Discosphaera tubifera HET,860.0
-14.1082,-32.855,7.0,5,1997,6.0,Sal2013,LM,Discosphaera tubifera HET,220.0
